ParticipantID	Color	Rank	Country	Problem1_id	Problem1_memory	Problem1_time	Problem1_language	Problem2_id	Problem2_memory	Problem2_time	Problem2_language	Problem3_id	Problem3_memory	Problem3_time	Problem3_language	Problem4_id	Problem4_memory	Problem4_time	Problem4_language	Problem5_id	Problem5_memory	Problem5_time	Problem5_language	Problem6_id	Problem6_memory	Problem6_time	Problem6_language
29090071	violet	133	Poland	62784007	8	31	GNU C++11	62795180	8	31	GNU C++11	62800907	364	62	GNU C++11	62811323	123344	280	GNU C++11	-	-	-	-	-	-	-	-
29090384	violet	134	Россия	62784746	20	124	Python 3	62790689	20	124	Python 3	62799007	2964	327	Python 3	62813331	4688	296	GNU C++17	-	-	-	-	-	-	-	-
29065887	blue	135	China	62786651	8	31	GNU C++14	62792432	8	46	GNU C++14	62796827	376	46	GNU C++14	62812269	21480	265	GNU C++14	-	-	-	-	-	-	-	-
29066490	black	136	-	62785632	8	31	GNU C++11	62790163	12	31	GNU C++11	62794050	1128	46	GNU C++11	62815635	9580	93	GNU C++11	-	-	-	-	-	-	-	-
29050375	violet	136	Индия	62784170	12	31	GNU C++17	62786661	12	46	GNU C++17	62793509	348	46	GNU C++17	62815031	15136	233	GNU C++17	-	-	-	-	-	-	-	-
29068120	blue	136	-	62784794	8	31	GNU C++17	62790632	8	31	GNU C++17	62802349	816	46	GNU C++17	62810824	8564	140	GNU C++17	-	-	-	-	-	-	-	-
29084270	blue	136	-	62787548	4	31	GNU C++11	62791735	12	31	GNU C++11	62796844	1128	46	GNU C++11	62813733	4560	77	GNU C++11	-	-	-	-	-	-	-	-
29048755	blue	140	Japan	62786570	8	31	GNU C++14	62792311	8	46	GNU C++14	62796382	8	46	GNU C++14	62815508	8528	296	GNU C++14	-	-	-	-	-	-	-	-
29032753	violet	141	Индия	62783934	16	30	GNU C++14	62786773	16	46	GNU C++14	62792476	2344	46	GNU C++14	62814122	18588	187	GNU C++14	-	-	-	-	-	-	-	-
29089155	blue	142	China	62784767	8	46	GNU C++11	62789671	8	31	GNU C++11	62811014	672	78	GNU C++11	62806623	11920	421	GNU C++11	-	-	-	-	-	-	-	-
29087349	blue	143	-	62784506	4	31	GNU C++14	62794170	8	31	GNU C++14	62798265	880	61	GNU C++14	62813297	5940	109	GNU C++14	-	-	-	-	-	-	-	-
29070792	blue	144	-	62785550	4	46	GNU C++14	62797963	8	31	GNU C++14	62794382	1644	46	GNU C++14	62814469	4708	109	GNU C++14	-	-	-	-	-	-	-	-
29088703	blue	145	Vatican	62786044	8	31	GNU C++14	62804330	12	31	GNU C++14	62807538	644	62	GNU C++14	62801321	36428	187	GNU C++14	-	-	-	-	-	-	-	-
29073617	blue	146	China	62786196	12	46	GNU C++17	62796567	8	31	GNU C++17	62793496	35356	46	GNU C++17	62813958	8524	124	GNU C++17	-	-	-	-	-	-	-	-
29071926	blue	147	China	62785758	4	31	GNU C++14	62791866	16	46	GNU C++14	62796635	372	46	GNU C++14	62811982	1576	124	GNU C++14	-	-	-	-	-	-	-	-
29086386	blue	148	Россия	62785757	8	31	GNU C++17	62792355	12	46	GNU C++17	62796477	704	61	GNU C++17	62814766	11148	171	GNU C++17	-	-	-	-	-	-	-	-
29066331	violet	148	-	62793799	0	31	GNU C++11	62792503	0	31	GNU C++11	62798655	0	46	GNU C++11	62810284	4548	78	GNU C++11	NO	-	-	-	-	-	-	-
29085629	violet	150	-	62785937	488	358	Python 3	62789830	12	31	GNU C++14	62801478	1280	46	GNU C++14	62813482	8528	124	GNU C++14	-	-	-	-	-	-	-	-
